Title,Link,Year,Abstract
Optimizing readability of patient-facing hand surgery education materials using Chat Generative Pretrained Transformer (ChatGPT) 3.5,https://www.sciencedirect.com/science/article/pii/S036350232400234X,2024,The purpose of this study was to evaluate Chat Generative Pretrained Transformer (ChatGPT)  3.5 as a tool for optimizing patient-facing hand surgery education materials through
Bot to the rescue? Effects of a fully automated conversational agent on anxiety and depression: a randomized controlled trial,https://www.giosan.com/publications/bottotherescue.pdf,2021,Web-based conversational agents powered by Artificial Intelligence (AI) and rooted in  cognitive-behavioral therapy have been proven efficacious in alleviating the symptoms of anxiety
NESTORE: Mobile chatbot and tangible vocal assistant to support older adults' wellbeing,https://dl.acm.org/doi/abs/10.1145/3405755.3406167,2020,"conversational agent interface developed to support seniors in enhancing their wellbeing.  A cloud conversational agent  and capabilities, ie, the chatbot and the tangible coach: two"
How conversational ties are formed in an online community: a social network analysis of a tweet chat group,https://www.tandfonline.com/doi/abs/10.1080/1369118X.2019.1581242,2020,"the generative processes underlying the conversational network structure of a tweet chat   , this paper uses social network analysis and treats conversational ties as the unit of analysis. It"
Using Generative AI and Multi-Agents to Provide Automatic Feedback,https://arxiv.org/abs/2411.07407,2024,"the use of generative AI and multi-agent systems to provide  For the single agent, we  employed Agent 1, whose  compare the single-agent approach to the multi-agent method. For"
ChatGPT for higher education and professional development: A guide to conversational AI,https://digitalcommons.uri.edu/cgi/viewcontent.cgi?article=1547&context=cba_facpubs,2023,"blown away by the realism of the conversational agent, the wide ranging functionality, and   openness and curiosity about the possibilities of generative AI in teaching and learning. As I"
Developing a generative AI-Powered Chatbot for analyzing MAUDE database,https://ebooks.iospress.nl/doi/10.3233/SHTI240639,2024,"This paper presents a chatbot that simplifies accessing and understanding the open-  chatbot is powered by generative AI technology, enabling count and search queries. The chatbot"
Analysis of conversational listening skills toward agent-based social skills training,https://link.springer.com/article/10.1007/s12193-019-00313-y,2020,is the first work to analyze human conversational listening skills in human–agent interaction.   This paper analyzed listening skills from conversational behaviors by interaction with
Generative expressive conversational speech synthesis,https://dl.acm.org/doi/abs/10.1145/3664647.3681697,2024,", the agent is expected to understand the user’s needs and provide assistance and emotional   ralness and expressiveness of synthesized conversational speech from the perspective of"
The future of generative AI chatbots in higher education,https://www.ajol.info/index.php/jet/article/view/277916,2024,"A generative AI chatbot is a conversational AI tool built on natural language processing (NLP)  and deep learning techniques with the ability to mimic human writing style, and abilities,"
Integrating generative AI in education: how ChatGPT brings challenges for future learning and teaching,https://www.pioneerpublisher.com/jare/article/download/324/286,2023,"ChatGPT, a chatbot based on the Open-AI’s generative pre-trained (GPT) language models,  has been hailed as a “24/7  Could the peer involved in this case be considered a chatbot?"
"Examining the effects of a pedagogical agent with dual-channel emotional cues on learner emotions, cognitive load, and knowledge transfer performance",https://journals.sagepub.com/doi/abs/10.1177/0735633121992421,2021,"on emotion in multimedia learning, it was still unclear how pedagogical agent emotional cues   Another perspective regarding pedagogical agent emotional cues is that emotional cues"
Conversational chat system using attention mechanism for COVID-19 inquiries,https://www.sciencedirect.com/science/article/pii/S266660302300012X,2023,Conversational artificial intelligence (AI) is a type of artificial intelligence that uses machine   This paper presents a conversational chat system that uses an attention mechanism to
On the design of and interaction with conversational agents: An organizing and assessing review of human-computer interaction research,https://aisel.aisnet.org/jais/vol23/iss1/9/,2022,"Conversational agents (CAs), described as software with which humans interact through  natural language, have increasingly attracted interest in both academia and practice because"
Plato dialogue system: A flexible conversational ai research platform,https://arxiv.org/abs/2001.06463,2020,"AI platform written in Python that supports any kind of conversational agent architecture,  ,  and offline or online training of any conversational agent component. Plato has been designed"
Towards autonomous testing agents via conversational large language models,https://ieeexplore.ieee.org/abstract/document/10298360/,2023,"For example, we can imagine a conversational testing agent interpreting and executing  natural language testing guidelines written for humans, executing tools and seeking"
Conversational question answering over knowledge base using chat-bot framework,https://ieeexplore.ieee.org/abstract/document/9364552/,2021,"conversational agents, namely task-oriented dialogue systems and non-task-oriented chatbots.  Our contributions in this paper is a conversational  to add conversational features to LM-"
A medical ethics framework for conversational artificial intelligence,https://www.jmir.org/2023/1/e43068/,2023,"Concretely, to implement the framework, Table 2 would be used as a guide for practitioners  seeking to implement a conversational chatbot, allowing them to reflect on each intersection"
Evaluating conversational recommender systems via user simulation,https://dl.acm.org/doi/abs/10.1145/3394486.3403202,2020,automatic assessment of a conversational agent such that it is  conversational agent only  by supplying a small corpus of annotated dialogues real users have conducted with the agent.
I need a CAVAA: How conversational agent voting advice applications (CAVAAs) affect users' political knowledge and tool experience,https://www.frontiersin.org/articles/10.3389/frai.2022.835505/full,2022,"type of VAA, called Conversational Agent VAA (CAVAA), in  by asking questions to a chatbot.  Study 1 reports about an  analysis on 90 chatbot-conversations (30 per chatbot version)"
Level-up your learning–Introducing a framework for gamified educational conversational agents,https://aisel.aisnet.org/wi2022/hci/hci/5/,2022,"for gamifying educational conversational agents. Later, we also demonstrate our framework  in practice by presenting a prototype agent which we further explain in the discussion."
Performance of generative large language models on ophthalmology board–style questions,https://www.sciencedirect.com/science/article/pii/S0002939423002301,2023,"This study evaluated 3 large language models (LLMs) with chat interfaces, Bing Chat (  Although ChatGPT is trained on information last updated in 2021, Bing Chat incorporates a more"
Towards designing conversational agents for pair programming: Accounting for creativity strategies and conversational styles,https://ieeexplore.ieee.org/abstract/document/9127276/,2020,"These problems can be addressed by replacing one human member of the pair with a  conversational agent. To investigate the design space of such a conversational agent, we"
Conversational agents in health care: scoping review and conceptual analysis,https://www.jmir.org/2020/8/e17158/,2020,out the current conversational agent  conversational agent implemented for a health  care–specific purpose. We excluded articles that just presented a proposal for conversational agent
Modeling feedback in interaction with conversational agents—a review,https://www.frontiersin.org/articles/10.3389/fcomp.2022.744574/full,2022,"This section presents work on how a conversational agent can identify, analyse, and understand  multimodal feedback. Both recent and more ground-laying work is presented. Of special"
"Conversational Swarm Intelligence, a Pilot Study",https://arxiv.org/abs/2309.03220,2023,"each group put into their own chat room and asked to discuss an  In particular, we insert an  AI Agent into each of the 50 chat  that happens to be an AI Agent whose function is to express ("
Improving classification through weak supervision in context-specific conversational agent development for teacher education,https://arxiv.org/abs/2010.12710,2020,(NLP) component of conversational agent development show  a conversational agent can  provide. The effort required to develop an educational scenario specific conversational agent
Proposal of conversational chatbots for educational remediation in the context of covid-19,https://ieeexplore.ieee.org/abstract/document/9370946/,2021,how our conversational chatbot is used for pedagogical remediation by indicating to the  learner which chapters of the course to revise according to the gaps highlighted by the chatbot.
Emotion,https://dl.acm.org/doi/abs/10.1145/3477322.3477333,2021,"These are important elements in the building of rapport with a conversational agent (see  Chapters 11 and 12 on empathy and rapport, respec tively). Indeed, there is evidence that SIAs"
Emotion as an emergent phenomenon of the neurocomputational energy regulation mechanism of a cognitive agent in a decision-making task,https://journals.sagepub.com/doi/abs/10.1177/1059712319880649,2021,"On the contrary, in our experiment, there is no predefined emotion influencing the cognitive  task. Instead, we observe “emotion” emerging from the behavior displayed by the agent in"
Chatbots and conversational agents in mental health: a literature review,https://ieeexplore.ieee.org/abstract/document/9649855/,2021,chatbot concepts for ourselves and identified technologies and methods for further development  of the chatbot  and anxiety using a fully automated conversational agent (Woebot): a
Analysis of tools for the development of conversational agents,https://www.mdpi.com/2813-0324/6/1/5,2023,"Amazon, have provided powerful tools to develop conversational agents. Still, choosing the  most  to choose the optimal tool for their specific scenario of creating a conversational agent."
Assessing the impact of conversational artificial intelligence in the treatment of stress and anxiety in aging adults: randomized controlled trial,https://mental.jmir.org/2022/9/e38067,2022,"TEO is an m-PHA [19], a type of AI conversational agent, in the form of a mobile app that  supports input/output interactions with users via natural language. Many PHAs currently"
Infant emotional engagement in face-to-face and video chat interactions with their mothers,https://www.cairn.info/revue-enfance-2020-3-page-353.htm,2020,"to-face and via video chat than they do via non-contingent video; and that their patterns of  physiological activity will reflect this heightened emotional reactivity. An alternative hypothesis,"
Early detection of depression using a conversational AI bot: A non-clinical trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0279743,2023,"CAMH application is the chatbot, also known as a conversational agent [12]. A chatbot is a   A data-driven chatbot, also referred to as a virtual assistant is more interactive, sophisticated"
Can you put it all together: Evaluating conversational agents' ability to blend skills,https://arxiv.org/abs/2004.08449,2020,"This paper focuses on the goal of creating an open-domain conversational agent that can  display many skills, and blend them in a seamless and engaging way. We have shown several"
Thaurus: An innovative multimodal chatbot based on the next generation of conversational ai,https://assets.amazon.science/dd/f7/c4e28667419d96132c4c1faa4d84/thaurus-an-innovative-multimodal-chatbot-based-on-the-next-generation-of-conversational-ai.pdf,2023,"One of the core elements in our chatbot architecture is the usage of generative models to  handle the dialogue in a scalable way. However, calling all generative models will introduce"
How to evaluate health applications with conversational user interface?,https://ebooks.iospress.nl/doi/10.3233/SHTI200307,2020,"What is still missing are experiences on the judgement, ie when can we consider a health  chatbot to be good or appropriate to deliver health support for real patients? Depending on the"
An intent recognition pipeline for conversational AI,https://link.springer.com/article/10.1007/s41870-023-01642-8,2024,conversational AI (chatbot) by extracting maximum meaningful intents from a data corpus. A  conversational  more of the dataset we cover in training the conversational AI. The pipeline is
Chatbots attempt physics homework—chatgpt: Chat generative pre-trained transformer,https://pubs.aip.org/aapt/pte/article-abstract/61/4/318/2881690,2023,"According to my graduate student physics teachers and many faculty colleagues, the “red-hot  topic” for physics instructors is now ChatGPT, an AI program that readily generates reams"
Factors influencing users' adoption and use of conversational agents: A systematic review,https://onlinelibrary.wiley.com/doi/abs/10.1002/mar.21491,2021,"have a direct effect on adoption and use (eg, intention to or actual use) as well as an indirect  effect through attitude and evaluation of the conversational agent (eg, user satisfaction)."
Solver agent: Towards emotional and opponent-aware agent for human-robot negotiation,https://berkbuzcu.github.io/onur-web/assets/papers/solver.pdf,2021,"agent’s changing moves more. In such a case, our agent cares about its opponent’s emotional   of the opponent’s emotional state. Against the opponents who may try to manipulate the"
Empowering emotional well-being through a LLM-based chatbot: a comparative study with the standard journaling technique,https://www.politesi.polimi.it/handle/10589/209293,2022,emotional impact of engaging with a chatbot compared to use of the traditional journaling  activity as a tool for emotional  The empirical study aims to analyze the differences in emotional
Revolutionizing customer interactions: Insights and challenges in deploying chatgpt and generative chatbots for faqs,https://arxiv.org/abs/2311.09976,2023,"A chat dialogue system, chatbot, or conversational agent is a computer program that can   This article presents an interesting approach to building a generative model chatbot using deep"
Improving multi-agent generative adversarial nets with variational latent representation,https://www.mdpi.com/1099-4300/22/9/1055,2020,"Generative adversarial networks (GANs), which are a promising type of deep generative   a new model design, called the encoded multi-agent generative adversarial network (E-MGAN),"
The Future of Conversational AI in Banking: A Case Study on Virtual Assistants and Chatbots: Exploring the Impact of AI-Powered Virtual Assistants on Customer …,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5016982,2024,The integration of conversational AI has improved the service  It has been found that AI  powered chatbot help in delivering  of the use of conversational AI within the banking industry.
Part-aware product design agent using deep generative network and local linear embedding,https://scholarspace.manoa.hawaii.edu/handle/10125/71258,2021,": a generative design module and an evaluation module, in addition to a data collection  and preprocessing process. For the generative design module, we adopt a deep generative"
Towards realistic market simulations: a generative adversarial networks approach,https://dl.acm.org/doi/abs/10.1145/3490354.3494411,2021,"Such simulation test-bed allows to evaluate any experimental agent, while guaranteeing   agent’s activity. We show that the market traces generated by the proposed CGAN-based agent"
Generative AI agents with large language model for satellite networks via a mixture of experts transmission,https://ieeexplore.ieee.org/abstract/document/10679152/,2024,", we introduce a generative AI agent and an MoE approach. The generative AI agent is tasked  with  to effectively solve the optimization problems formulated by the generative AI agent."
"Who do you prefer? The effect of age, gender and role on users' first impressions of embodied conversational agents in eHealth",https://www.tandfonline.com/doi/abs/10.1080/10447318.2019.1699744,2020,Adapting the agent design to the user could optimize the user’s first impression and  result in a positive start of the interaction with an (embodied) conversational agent.
An empirical study investigating the user acceptance of a virtual conversational agent interface for family health history collection among the geriatric population,https://journals.sagepub.com/doi/abs/10.1177/1460458220955104,2020,"This study investigated two types of FHx interfaces, standard and Virtual Conversational  Agent (VCA), using 30 young (between 18 and 30) and 24 older participants (over 60). Workload"
The rise of generative artificial intelligence and its impact on education: the promises and perils,https://ieeexplore.ieee.org/abstract/document/10109305/,2023,"While we applaud the promise and value of generative artificial intelligence and Chat  Generative Pretrained Transformer–like tools, leveraging their potential and values heavily"
Mental models and expectation violations in conversational AI interactions,https://www.sciencedirect.com/science/article/pii/S0167923621000257,2021,"in a chatbot when the bot responds well, gives relevant information quickly, and does not  experience the technical glitches that are common with conversational agent technology."
"Rage against the machine: experimental insights into customers' negative emotional responses, attributions of responsibility, and coping strategies in artificial …",https://journals.sagepub.com/doi/abs/10.1177/10949968221134492,2023,human and human–chatbot interactions to investigate consumers’ emotional processes in  AI analyze how the agent identity (human service agent vs. AI-based service agent) affects the
Beware of botshit: How to manage the epistemic risks of generative chatbots,https://www.sciencedirect.com/science/article/pii/S0007681324000272,2024,"chatbots based on an approach within NLP known as ‘generative AI’ (ie, the G in ChatGPT).  A generative chatbot uses neural networks to learn the semantic distance between words"
Artificial intelligence enabled conversational agent for mental healthcare,https://www.neliti.com/publications/577636/artificial-intelligence-enabled-conversational-agent-for-mental-healthcare,2022,"conversational agent for the Kazakh audience in this paper. Additionally, we taught chatbot   In further, we are going to improve our results by developing a conversational agent that"
To trust or not to trust: How a conversational interface affects trust in a decision support system,https://dl.acm.org/doi/abs/10.1145/3485447.3512248,2022,conversational agent does not proceed until the correct name associated with the scenario  is entered. The conversational agent  either the participants or the agent. The participants are
Conversational agents for health and wellbeing,https://dl.acm.org/doi/abs/10.1145/3334480.3375154,2020,studies of healthcare conversational agents • Conversational agent studies focusing on   biases associated with design and use of conversational technologies • Emerging uses of AI and
Improving worker engagement through conversational microtask crowdsourcing,https://dl.acm.org/doi/abs/10.1145/3313831.3376403,2020,"We designed a text-based conversational agent that assists workers in task execution,  and tested the performance of workers when interacting with agents having different"
Conversational AI over military scenarios using intent detection and response generation,https://www.mdpi.com/2076-3417/12/5/2494,2022,"Hence, we constructed a conversational agent over a set of military scenarios that enables  users to operate on constantly evolving battlefields and to obtain the information they need"
Inverse generative social science: Backward to the future,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10210545/,2023,"We have reviewed the epistemology of generative social science, have discussed iGSS as  a means to discover generative agent architectures and rules, and have introduced examples"
What is the impact of a multi‐modal pedagogical conversational AI system on parents' concerns about technology use by young children?,https://bera-journals.onlinelibrary.wiley.com/doi/abs/10.1111/bjet.13399,2024,The researchers incorporated drill and practice games for comparing different ratios with  a digital agent providing audio feedback for right or wrong answers. They conducted user
Towards responsible generative ai: A reference architecture for designing foundation model based agents,https://ieeexplore.ieee.org/abstract/document/10628258/,2024,"(LLMs), have been widely recognised as transformative generative artificial intelligence (GenAI)   Gong, “Surrealdriver: Designing generative driver agent simulation framework in urban"
Exploring the viability of Conversational AI for Non-Playable Characters: A comprehensive survey,https://ieeexplore.ieee.org/abstract/document/9782047/,2022,"Additionally, we also explore conversational AI, the successor to the conventional chatbot  as many call it, an emerging domain that has applications stretching to a multitude of different"
Kecrs: Towards knowledge-enriched conversational recommendation system,https://arxiv.org/abs/2105.08261,2021,"To this end, in this paper, we first reformulate the conversational  [15, 16] adopt the multi-round  setting, where a conversational  of conversational recommendation methods are chit-chat-"
PACAs: process-aware conversational agents,https://link.springer.com/chapter/10.1007/978-3-030-94343-1_24,2021,"tool that embeds business process models into conversational agents. Besides having the   a first step towards establishing a more conversational, chatbot-based strategy for supporting"
A primer on generative AI for telecom: From theory to practice,https://arxiv.org/abs/2408.09031,2024,chatbot that can answer open radio access network (O-RAN) specific questions. The  demonstration of the chatbot  We have made the O-RAN RAG chatbot publicly accessible on
Conversational agents for fostering curiosity-driven learning in children,https://www.sciencedirect.com/science/article/pii/S1071581922001112,2022,"In this light, we develop a conversational agent that helps  either a neutral agent or an “incentive”  agent that helped curiosity- with the “incentive” agent. This interaction also resulted in"
A Space Conversational Agent for Retrieving Lessons-learned and Expert Training,https://www.researchgate.net/profile/Graye-Broughton-Stuart/publication/364739735_A_Space_Conversational_Agent_for_Retrieving_Lessons-learned_and_Expert_Training/links/635919e36e0d367d91cacb51/A-Space-Conversational-Agent-for-Retrieving-Lessons-learned-and-Expert-Training.pdf,2022,EXPERT TRAINING The end goal of this project is to have a conversational agent which  can gather expert level information then answer questions based on its own stored knowledge.
“It seemed like an annoying woman”: On the Perception and Ethical Considerations of Affective Language in Text-Based Conversational Agents,https://aclanthology.org/2021.conll-1.4/,2021,"127 participants interacted with one of three variants of an affective, task-oriented  conversational agent, each variant providing responses in a different language style. After the"
From fiction to fact: the growing role of generative AI in business and finance,https://www.tandfonline.com/doi/abs/10.1080/14765284.2023.2245279,2023,"of generative AI in business and finance, summarizes its practical applications, provides  examples of the latest generative AI tools, and demonstrates that generative  ’s chatbot about the"
Design of a conversational recommender system in education,https://link.springer.com/article/10.1007/s11257-024-09397-y,2024,Our idea is to use a conversational agent that assumes the role of a prompter to assist  teachers in finding and selecting proper learning open-access materials available on the Internet.
Conversational bot for newcomers onboarding to open source projects,https://dl.acm.org/doi/abs/10.1145/3387940.3391534,2020,"We advocate that a conversational bot (chatbot) that offers support to newcomers by helping  them throughout their onboarding process would play the role of a mentor, recommending"
Developing a personality model for speech-based conversational agents using the psycholexical approach,https://dl.acm.org/doi/abs/10.1145/3313831.3376210,2020,"conversational agent which answers calls at an insurance company might be designed to be  reliable and trustworthy. In contrast, a conversational agent  -based conversational agent or"
Conversational end-to-end tts for voice agents,https://ieeexplore.ieee.org/abstract/document/9383460/,2021,This study aims at building a conversational TTS for a voice agent under sequence to  We  firstly construct a spontaneous conversational speech corpus well designed for the voice agent
MMConv: an environment for multimodal conversational search across multiple domains,https://dl.acm.org/doi/abs/10.1145/3404835.3462970,2021,"As multimodal conversational search is gaining more and more attention in both academia  and industry, the necessity of building an entirely data-driven conversational agent becomes"
Conversational chatbot to promote adherence to rehabilitation after total knee replacement: implementation and feasibility,https://www.sciencedirect.com/science/article/pii/S0003999322013545,2022,Research Objectives To design and implement a Chatbot that interacts with patients via instant  messaging to supervise domiciliary rehabilitation and increase adherence. To conduct a
A survey on conversational recommender systems,https://dl.acm.org/doi/abs/10.1145/3453154,2021,"assistants, and the increased use of chatbot technology. With this article, we provide a  detailed survey of existing approaches to conversational recommendation. We categorize these"
Changes to the Psychiatric Chatbot Landscape: A Systematic Review of Conversational Agents in Serious Mental Illness: Changements du paysage psychiatrique des …,https://journals.sagepub.com/doi/abs/10.1177/0706743720966429,2021,"Conversational agents, also known as chatbots or voice assistants, are digital  conversational  agents and research have emerged, and we aimed to reassess the conversational agent"
Education in the era of generative artificial intelligence (AI): Understanding the potential benefits of ChatGPT in promoting teaching and learning,https://dergipark.org.tr/en/doi/10.61969/jai.1337500,2023,(2020) demonstrated that a conversational agent based on a generative model (ChatGPT)   The study showed that the conversational agent was able to provide explanations that were
The power of voice to convey emotion in multimedia instructional messages,https://link.springer.com/article/10.1007/s40593-021-00282-y,2022,"In this study, we focus on the role of the agent’s voice and conversational style in online  multimedia instructional presentations, as preliminary step towards understanding the role of"
Diabetes and conversational agents: the AIDA project case study,https://link.springer.com/article/10.1007/s44163-021-00005-1,2021,", how the initial knowledge base for both the chatbot and the voice-based assistant was  created 6 the authors describe the technology behind the Conversational Agent: the components"
Feeling the right way: Normative influences on people's use of emotion concepts,https://onlinelibrary.wiley.com/doi/abs/10.1111/mila.12279,2021,"of the agent's life. In this study, we argue that normative influences on emotion concepts are   In a series of studies, we show that emotion attribution is influenced by whether the agent's"
Who on Earth Is Using Generative AI?,https://openknowledge.worldbank.org/server/api/core/bitstreams/9a202d4b-c765-4a85-8eda-add8c96df40a/content,2024,"-time usage patterns of generative artificial intelligence tools by  and early impacts of  generative artificial intelligence on online  Ernie bot, the first generative AI chatbot released to the"
